35.714119563153865, 139.7620726749301, 2F
35.71415903562369, 139.76205222308636, 2F
35.71417019680129, 139.76205691695213, 1F
35.71441928121135, 139.76201098412275, 4F
35.714201774758656, 139.76172734051943, 1F
35.71429841411943, 139.7619479522109, 2F
35.71410513528068, 139.76169850677252, 1F
35.71446583132622, 139.7618507221341, 4F
35.71405994607613, 139.76171124726534, 1F
35.71412146872181, 139.76207502186298, 4F
35.71410921864128, 139.7617518156767, 1F
35.71400713456366, 139.76171996444464, 1F
35.71438960890172, 139.76193219423294, 4F
35.714212935930256, 139.76204752922058, 2F
35.7140479682104, 139.7620203718543, 1F
35.7144511312929, 139.76177360862494, 3F
35.71402374024919, 139.76190973073244, 4F
35.71406838502591, 139.7615848481655, 8F
35.714373003292415, 139.76199857890606, 1F
35.71421620261433, 139.7617695853114, 2F
35.714379808870405, 139.76171895861626, 5F
35.71410132414394, 139.76170018315315, 2F
35.714051507125454, 139.76195633411407, 3F
35.71448162024791, 139.76190235465765, 4F
35.71446174798392, 139.76170420646667, 1F
35.71415958007142, 139.76198617368937, 2F
35.71435340322452, 139.7616458684206, 2F
35.714023468024855, 139.76190771907568, 3F
35.71400931235868, 139.76175550371408, 2F
35.714472636896296, 139.76166732609272, 3F
35.71444514238963, 139.76196840405464, 1F
35.71441819231945, 139.76155299693346, 3F
35.71411248532961, 139.76185139268637, 1F
35.71445167573862, 139.76165659725666, 2F
35.714004956768555, 139.76172231137753, 2F
35.71405858495513, 139.76173739880323, 4F
35.71430576415052, 139.76198818534613, 2F
35.71438116998593, 139.76180747151375, 5F
35.71419605806041, 139.7616757079959, 2F
35.71415223002685, 139.76171627640724, 3F
35.71443997015466, 139.76201701909304, 2F
35.714260575059726, 139.76203612983227, 2F
35.713988623303564, 139.7616921365261, 1F
35.71430549192717, 139.7620478644967, 4F
35.71439423669384, 139.76192884147167, 2F
35.7144511312929, 139.7619442641735, 4F
35.71440104227002, 139.76198349148035, 2F
35.71402482914646, 139.7619030252099, 1F
35.71455130924416, 139.76194359362125, 2F
35.714050962677014, 139.7619539871812, 2F
35.71433407537508, 139.76168677210808, 1F
35.71415195780294, 139.76168643683195, 1F
35.71406294054228, 139.7617655619979, 1F
35.71412582430555, 139.76193353533745, 1F
35.714023195800515, 139.76181887090206, 4F
35.714394781139966, 139.76171225309372, 3F
35.71408989073264, 139.7621387243271, 3F
35.71415250225073, 139.76170722395182, 2F
35.714159852295275, 139.76205322891474, 4F
35.714475903569735, 139.7616659849882, 4F
35.71429923078959, 139.7620203718543, 1F
35.71406103497294, 139.76173974573612, 3F
35.714478081351935, 139.76190235465765, 3F
35.71448570358922, 139.76194828748703, 2F
35.71411983537784, 139.76189631968737, 2F
35.714030001408396, 139.7619328647852, 1F
35.714073557285026, 139.7620850801468, 2F
35.714110035313375, 139.76209614425898, 1F
35.71438089776284, 139.76196974515915, 2F
35.71417210236804, 139.76208373904228, 4F
35.714435886811, 139.76166732609272, 5F
35.71416066896686, 139.762053899467, 3F
35.71416747456299, 139.76206228137016, 3F
35.714100779695826, 139.7617058828473, 3F
35.71410840196919, 139.76196806877851, 1F
35.71434823098357, 139.76172901690006, 3F
35.7144881535939, 139.76194258779287, 3F
35.71449305360303, 139.76188693195581, 1F
35.714040890379785, 139.7618755325675, 1F
35.71415005223574, 139.76198717951775, 1F
35.71438824778632, 139.76168408989906, 1F
35.714391514463216, 139.76185876876116, 5F
35.71401176237799, 139.76175718009472, 3F
35.714428264568966, 139.7619479522109, 3F
35.71402156245455, 139.76181618869305, 2F
35.71434768653714, 139.76172231137753, 1F
35.714444870166744, 139.76170655339956, 4F
35.71447835357472, 139.761808142066, 4F
35.714063484990675, 139.76214073598385, 3F
